번호 Number,등급 Level,어휘 Vocabulary,품사 Word class,길잡이말 Guide
106,3급,반하다01,동사,첫눈에 반하다
107,3급,밝히다,동사,전등을 밝히다
108,3급,밟다,동사,브레이크를 밟다
109,3급,벗기다,동사,옷을 벗기다
110,3급,뵈다02,동사,어른을 뵈다
111,3급,부러워하다,동사,성공을 부러워하다
112,3급,부러지다,동사,뼈가 부러지다
113,3급,부리다02,동사,멋을 부리다
114,3급,붐비다,동사,사람들로 붐비다
115,3급,붓다01,동사,얼굴이 붓다
116,3급,붓다02,동사,물을 붓다
117,3급,비비다,동사,눈을 비비다
118,3급,비키다,동사,옆으로 비키다
119,3급,비하다,동사,비할 수 없다
120,3급,빌다01,동사,소원을 빌다
121,3급,빗다,동사,머리를 빗다
122,3급,빠지다01,동사,앞니가 빠지다
123,3급,빨개지다,동사,얼굴이 빨개지다
124,3급,빨다01,동사,사탕을 빨다
125,3급,뺏다,동사,돈을 뺏다
126,3급,뿌리다,동사,물을 뿌리다
127,3급,삐다,동사,발목을 삐다
128,3급,사라지다,동사,사람들이 사라지다
129,3급,사인02,동사,계약서에 사인하다
130,3급,살아나다,동사,겨우 살아나다
131,3급,살찌다,동사,살찐 몸
132,3급,살펴보다,동사,주위를 살펴보다
133,3급,살피다,동사,주위를 살피다
134,3급,삶다,동사,국수를 삶다
135,3급,상하다,동사,뼈가 상하다
136,3급,세다02,동사,수를 세다
137,3급,숨다,동사,몰래 숨다
138,3급,쉬다02,동사,목이 쉬다
139,3급,식히다,동사,더위를 식히다
140,3급,신나다,동사,신난 아이들
141,3급,실리다01,동사,배에 실리다
142,3급,싸다02,동사,오줌을 싸다
143,3급,쌓이다,동사,책들이 쌓이다
144,3급,썩다,동사,고기가 썩다
145,3급,쏟다,동사,기름을 쏟다
146,3급,쏟아지다,동사,물이 쏟아지다
147,3급,쓰이다01,동사,글씨가 쓰이다
148,3급,쓰이다02,동사,재료가 쓰이다
149,3급,쓸다,동사,낙엽을 쓸다
150,3급,아끼다,동사,돈을 아끼다
151,3급,않다01,동사,세수를 않다
152,3급,알려지다,동사,사실이 알려지다
153,3급,알아내다,동사,사실을 알아내다
154,3급,알아듣다,동사,말귀를 알아듣다
155,3급,어기다,동사,약속을 어기다
156,3급,업다,동사,아이를 업다
157,3급,없애다,동사,근심을 없애다
158,3급,없어지다,동사,말이 없어지다
159,3급,여기다,동사,친구로 여기다
160,3급,여쭈다,동사,선생님께 여쭈다
161,3급,열리다01,동사,사과가 열리다
162,3급,올라서다,동사,계단에 올라서다
163,3급,올려놓다,동사,책을 올려놓다
164,3급,옮기다,동사,숙소를 옮기다
165,3급,울리다01,동사,전화기가 울리다
166,3급,울리다02,동사,아이를 울리다
167,3급,위하다,동사,가족을 위하다
168,3급,이끌다,동사,단체를 이끌다
169,3급,이러다,동사,이러고 있다
170,3급,이루다,동사,꿈을 이루다
171,3급,이루어지다,동사,소원이 이루어지다
172,3급,익히다02,동사,기술을 익히다
173,3급,잇다,동사,끈을 잇다
174,3급,잠그다01,동사,문을 잠그다
175,3급,잠기다01,동사,문이 잠기다
176,3급,잡아먹다,동사,동물을 잡아먹다
177,3급,잡히다02,동사,도둑이 잡히다
178,3급,재다02,동사,무게를 재다
179,3급,저러다,동사,떠들고 저러다
180,3급,적히다,동사,이름이 적히다
181,3급,젓다,동사,커피를 젓다
182,3급,졸리다01,동사,졸린 눈
183,3급,주고받다,동사,인사를 주고받다
184,3급,죽이다01,동사,곤충을 죽이다
185,3급,지다01,동사,해가 지다
186,3급,집다,동사,연필을 집다
187,3급,짜다01,동사,목도리를 짜다
188,3급,짜다02,동사,치약을 짜다
189,3급,찌르다,동사,바늘로 찌르다
190,3급,찢다,동사,종이를 찢다
191,3급,찢어지다,동사,종이가 찢어지다
192,3급,차리다,동사,밥상을 차리다
193,3급,채우다02,동사,자리를 채우다
194,3급,챙기다,동사,가방을 챙기다
195,3급,체하다02,동사,과식으로 체하다
196,3급,취하다02,동사,술에 취하다
197,3급,치다03,동사,밑줄을 치다
198,3급,치르다,동사,값을 치르다
199,3급,치우다01,동사,물건들을 치우다
200,3급,커지다,동사,문제가 커지다
201,3급,태우다02,동사,차에 태우다
202,3급,터뜨리다,동사,풍선을 터뜨리다
203,3급,털다,동사,이불을 털다
204,3급,토하다,동사,음식을 토하다
205,3급,통하다,동사,바람이 통하다
206,3급,파다,동사,구멍을 파다
207,3급,풀리다,동사,나사가 풀리다
208,3급,피하다,동사,책임을 피하다
209,3급,합치다,동사,하나로 합치다
210,3급,향하다,동사,눈길이 향하다
211,3급,혼나다,동사,아파서 혼나다
212,3급,흘러가다,동사,시냇물이 흘러가다
