번호 Number,등급 Level,어휘 Vocabulary,품사 Word class,길잡이말 Guide
345,5급,농장,명사,사과 농장
346,5급,농축산물,명사,농축산물 시장
347,5급,누전,명사,누전 사고
348,5급,눈높이,명사,눈높이까지 닿다
349,5급,눈발,명사,눈발이 날리다
350,5급,눈사태,명사,눈사태가 나다
351,5급,눈살01,명사,눈살을 찌푸리다
352,5급,눈짓,명사,눈짓을 보내다
353,5급,늑대,명사,동물
354,5급,능동적01∙ 능동적02,관형사∙ 명사,능동적 참여
355,5급,능률,명사,능률이 오르다
356,5급,다다익선,명사,
357,5급,다발01,명사,장미 꽃 한 다발
358,5급,다방면,명사,다방면에서 활약하다
359,5급,다양성,명사,다양성을 띠다
360,5급,다양화,명사,다양화를 추구하다
361,5급,다이빙,명사,다이빙 선수
362,5급,다이아몬드,명사,보석
363,5급,다큐멘터리,명사,다큐멘터리를 제작하다
364,5급,단군,명사,단군 신화
365,5급,단기간,명사,단기간과 장기간
366,5급,단락,명사,단락을 짓다
367,5급,단말기,명사,단말기를 구입하다
368,5급,단백질,명사,단백질이 부족하다
369,5급,단일,명사,단일 국가
370,5급,단절,명사,대화 단절
371,5급,단정,명사,단정을 짓다
372,5급,단축,명사,단축 수업
373,5급,단합,명사,국민 단합
374,5급,당구,명사,당구를 치다
375,5급,당국02,명사,정부 당국
376,5급,당뇨병,명사,당뇨병에 걸리다
377,5급,당면02,명사,당면 과제
378,5급,당부,명사,당부 말씀
379,5급,당선,명사,정치인 당선
380,5급,대04,명사,대와 소
381,5급,대06/대07,명사/의존명사,대를 잇다
382,5급,대가족,명사,대가족을 이루다
383,5급,대결,명사,대결을 벌이다
384,5급,대꾸,명사,대꾸를 피하다
385,5급,대나무,명사,대나무 숲
386,5급,대담02,명사,대담을 나누다
387,5급,대등,명사,대등 관계
388,5급,대략적01∙ 대략적02,관형사∙ 명사,대략적으로 설명하다
389,5급,대륙01,명사,아프리카 대륙
390,5급,대리점,명사,휴대폰 대리점
