번호 Number,등급 Level,어휘 Vocabulary,품사 Word class,길잡이말 Guide
125,5급,빈번하다,형용사,고장이 빈번하다
126,5급,빠듯하다,형용사,일정이 빠듯하다
127,5급,뻔하다02,형용사,뻔한 거짓말
128,5급,뻘뻘02,부사,땀을 뻘뻘 흘리다
129,5급,뾰족하다,형용사,뾰족한 바늘
130,5급,뿌듯하다,형용사,마음이 뿌듯하다
131,5급,사납다,형용사,성질이 사납다
132,5급,사실상01/ 사실상02,명사/부사,사실상 끝나다
133,5급,삭막하다,형용사,삭막한 세상
134,5급,살금살금,부사,살금살금 다가가다
135,5급,살며시,부사,살며시 웃다
136,5급,상냥하다,형용사,상냥한 사람
137,5급,새까맣다,형용사,새까만 눈동자
138,5급,새콤하다,형용사,맛이 새콤하다
139,5급,새파랗다,형용사,새파란 하늘
140,5급,새하얗다,형용사,피부가 새하얗다
141,5급,생전01/ 생전02,명사/부사,생전 처음
142,5급,서글프다,형용사,서글픈 마음
143,5급,서먹하다,형용사,관계가 서먹하다
144,5급,선명하다,형용사,선명한 사진
145,5급,선하다01,형용사,눈에 선하다
146,5급,설사02,부사,설사 그렇다 해도
147,5급,섬세하다,형용사,섬세한 무늬
148,5급,성급하다,형용사,성급한 행동
149,5급,성대하다,형용사,성대한 결혼식
150,5급,성실히,부사,성실히 일하다
151,5급,세차다,형용사,세찬 불길
152,5급,소박하다01,형용사,소박한 꿈
153,5급,소심하다,형용사,소심한 성격
154,5급,소홀히,부사,소홀히 대하다
155,5급,속속,부사,속속 도착하다
156,5급,수수하다,형용사,옷차림이 수수하다
157,5급,슬기롭다,형용사,슬기로운 사람
158,5급,슬슬,부사,슬슬 피하다
159,5급,시급하다,형용사,대책이 시급하다
160,5급,시끌벅적하다,형용사,장터가 시끌벅적하다
161,5급,시리다,형용사,이가 시리다
162,5급,시시하다,형용사,영화가 시시하다
163,5급,시커멓다,형용사,속이 시커멓다
164,5급,신속히,부사,신속히 처리하다
165,5급,신중히,부사,신중히 행동하다
166,5급,실망스럽다,형용사,결과가 실망스럽다
167,5급,심술궂다,형용사,인상이 심술궂다
168,5급,싸다00,형용사,입이 싸다
169,5급,쏙,부사,쏙 들어가다
170,5급,쏜살같이,부사,쏜살같이 달려가다
171,5급,쓰리다,형용사,상처가 쓰리다
172,5급,아기자기하 다,형용사,아기자기한 방
173,5급,아장아장,부사,아장아장 걷다
174,5급,애매하다02,형용사,애매한 태도
175,5급,야무지다,형용사,야무진 성격
176,5급,얄밉다,형용사,얄미운 사람
177,5급,어둑어둑하다,형용사,어둑어둑한 밤
178,5급,어이없다,형용사,어이없는 표정
179,5급,어찌,부사,
180,5급,언짢다,형용사,기분이 언짢다
181,5급,엄격히,부사,엄격히 규제하다
182,5급,엄청,부사,엄청 크다
183,5급,엄하다,형용사,규칙이 엄하다
184,5급,엉엉,부사,엉엉 울다
185,5급,여러모로,부사,여러모로 기쁘다
186,5급,여전하다,형용사,여전한 성격
187,5급,여태,부사,여태 자다
188,5급,연일01/연일02,명사/부사,연일 계속되다
189,5급,열렬하다,형용사,열렬한 팬
190,5급,예민하다,형용사,성격이 예민하다
191,5급,온전히,부사,온전히 보관하다
192,5급,온화하다,형용사,온화한 겨울
193,5급,완곡하다,형용사,완곡한 표현
194,5급,우두커니,부사,우두커니 서다
195,5급,우르르,부사,우르르 몰려가다
196,5급,위급하다,형용사,위급한 상황
197,5급,유심히,부사,유심히 살피다
198,5급,유연하다01,형용사,몸이 유연하다
199,5급,으레,부사,
200,5급,의외로,부사,의외로 많다
201,5급,이루01,부사,이루 말할 수 없다
202,5급,이어서,부사,이어서 시작되다
203,5급,일시01/일 시02,명사/부사,일시 귀국하다
204,5급,자상하다,형용사,자상한 성격
205,5급,잔인하다,형용사,잔인한 행동
206,5급,잔잔하다,형용사,잔잔한 호수
207,5급,잠자코,부사,잠자코 있다
208,5급,잦다02,형용사,기침이 잦다
209,5급,재빠르다,형용사,동작이 재빠르다
210,5급,저리다,형용사,다리가 저리다
211,5급,적절히,부사,적절히 이용하다
212,5급,정02,부사,
213,5급,정겹다,형용사,정겨운 목소리
214,5급,정답다,형용사,정다운 얼굴
215,5급,정성껏,부사,정성껏 준비하다
216,5급,정성스럽다,형용사,정성스러운 기도
217,5급,정중하다,형용사,정중한 자세
218,5급,제멋대로,부사,제멋대로 굴다
219,5급,조그마하다,형용사,조그마한 손
220,5급,준수하다01,형용사,준수한 용모
221,5급,줄줄이,부사,줄줄이 이어지다
222,5급,질기다,형용사,고기가 질기다
223,5급,징그럽다,형용사,징그러운 장면
224,5급,짜릿하다,형용사,손끝이 짜릿하다
225,5급,짭짤하다,형용사,국물이 짭짤하다
226,5급,쯧쯧01/쯧02,부사/감탄사,혀를 쯧쯧 차다
227,5급,찡하다01/ 찡하다02,동사/형용사,코끝이 찡하다
228,5급,차근차근,부사,차근차근 말하다
229,5급,차분하다,형용사,성격이 차분하다
230,5급,차분히,부사,차분히 설명하다
231,5급,찰칵,부사,찰칵 소리
232,5급,참신하다,형용사,참신한 생각
233,5급,척척02,부사,척척 대답하다
234,5급,초라하다,형용사,모습이 초라하다
235,5급,출출하다,형용사,배가 출출하다
236,5급,치밀하다,형용사,치밀한 계획
237,5급,친근하다,형용사,친근한 사이
238,5급,쾌활하다,형용사,성격이 쾌활하다
239,5급,큼직하다,형용사,손이 큼직하다
240,5급,탁하다,형용사,공기가 탁하다
241,5급,털털하다02,형용사,성격이 털털하다
242,5급,툭,부사,툭 떨어지다
243,5급,툭툭,부사,툭툭 터지다
244,5급,툭하면,부사,툭하면 싸우다
245,5급,퉁퉁01,부사,퉁퉁 붓다
246,5급,펑,부사,펑 터지다
247,5급,편안히,부사,편안히 쉬다
248,5급,푸짐하다,형용사,음식이 푸짐하다
249,5급,푹신하다,형용사,침대가 푹신하다
250,5급,푹푹,부사,푹푹 삶다
251,5급,풍성하다,형용사,열매가 풍성하다
252,5급,풍요롭다,형용사,생활이 풍요롭다
253,5급,핑01,부사,핑 돌다
254,5급,하루하루01/하루하루02,명사/부사,하루하루를 보내다
255,5급,하마터면,부사,
256,5급,하여간,부사,
257,5급,하찮다,형용사,하찮은 일
258,5급,하필,부사,왜 하필
259,5급,한가롭다,형용사,한가로운 시간
260,5급,한발,부사,한발 앞서다
261,5급,한산하다,형용사,거리가 한산하다
262,5급,한적하다,형용사,거리가 한적하다
263,5급,향기롭다,형용사,냄새가 향기롭다
264,5급,허옇다,형용사,눈이 허옇다
265,5급,허전하다,형용사,마음이 허전하다
266,5급,헐렁하다,형용사,바지가 헐렁하다
267,5급,헛되다,형용사,헛된 노력
268,5급,현명하다,형용사,현명한 판단
269,5급,형편없다,형용사,형편없는 실력
270,5급,혼란스럽다,형용사,사회가 혼란스럽다
271,5급,홀로,부사,홀로 남다
272,5급,화사하다,형용사,옷이 화사하다
273,5급,환히,부사,환히 비추다
274,5급,활기차다00,형용사,분위기가 활기차다
275,5급,황당하다,형용사,황당한 소문
276,5급,후하다,형용사,인심이 후하다
277,5급,훈훈하다,형용사,실내가 훈훈하다
278,5급,훌쩍,부사,훌쩍 넘기다
279,5급,훤히,부사,훤히 보이다
280,5급,훨훨,부사,훨훨 날아가다
281,5급,휙,부사,휙 돌리다
282,5급,흐릿하다,형용사,시야가 흐리다
283,5급,흐뭇하다,형용사,흐묵한 표정
284,5급,흠뻑,부사,흠뻑 젖다
285,5급,흥겹다,형용사,흥겨운 노래
286,5급,흥미진진하다,형용사,전개가 흥미진진하다
287,5급,힘없다,형용사,힘없는 목소리
